title,year,journal,authors,doi,url,source,collected_at
Re: Clinical Outcome in Cranioplasty: Critical Review in Long-term Follow-up.,2003,Journal of Craniofacial Surgery,Barry L. Eppley,10.1097/00001665-200309000-00043,https://doi.org/10.1097/00001665-200309000-00043,crossref,2025-10-09T13:42:41+00:00
Auricular reconstruction after oncological resection,1999,Operative Techniques in Plastic and Reconstructive Surgery,Barry L. Eppley,10.1016/s1071-0949(99)80008-0,https://doi.org/10.1016/s1071-0949(99)80008-0,crossref,2025-10-09T13:42:41+00:00
Progress Toward Understanding Craniofacial Malformations,1999,Journal of Craniofacial Surgery,Barry L. Eppley,10.1097/00001665-199907000-00019,https://doi.org/10.1097/00001665-199907000-00019,crossref,2025-10-09T13:42:41+00:00
Hydrocephalus and Craniosynostosis,1998,Journal of Craniofacial Surgery,Barry L. Eppley,10.1097/00001665-199807000-00023,https://doi.org/10.1097/00001665-199807000-00023,crossref,2025-10-09T13:42:41+00:00
A bioabsorbable poly-l-lactide miniplate and screw system for osteosynthesis in oral and maxillofacial surgery,1997,Journal of Oral and Maxillofacial Surgery,Barry L Eppley,10.1016/s0278-2391(97)90066-5,https://doi.org/10.1016/s0278-2391(97)90066-5,crossref,2025-10-09T13:42:41+00:00
Commentary on Enhanced Cranial Bone Healing,1996,Journal of Craniofacial Surgery,Barry L. Eppley,10.1097/00001665-199607000-00010,https://doi.org/10.1097/00001665-199607000-00010,crossref,2025-10-09T13:42:41+00:00
A New Distraction Device to Compare Continuous and Discontinuous Bone Distraction in Mini-Pigs: A Preliminary Report,2001,Journal of Craniofacial Surgery,Barry L. Eppley,10.1097/00001665-200101000-00022,https://doi.org/10.1097/00001665-200101000-00022,crossref,2025-10-09T13:42:41+00:00
Nonvascularized methods of mandible reconstruction,1996,Operative Techniques in Plastic and Reconstructive Surgery,Barry L. Eppley,10.1016/s1071-0949(96)80023-0,https://doi.org/10.1016/s1071-0949(96)80023-0,crossref,2025-10-09T13:42:41+00:00
Reconstruction of Large Hard and Soft Tissue Loss of the Face,2012,Maxillofacial Trauma and Esthetic Facial Reconstruction,Barry L. Eppley,10.1016/b978-1-4377-2420-2.00020-9,https://doi.org/10.1016/b978-1-4377-2420-2.00020-9,crossref,2025-10-09T13:42:41+00:00
Bone growth and repair in the craniofacial skeleton in response to negatively charged bead material,1989,Journal of Oral and Maxillofacial Surgery,Barry L. Eppley,10.1016/0278-2391(89)90669-1,https://doi.org/10.1016/0278-2391(89)90669-1,crossref,2025-10-09T13:42:41+00:00
Facial Burns,2012,Maxillofacial Trauma and Esthetic Facial Reconstruction,Barry L. Eppley,10.1016/b978-1-4377-2420-2.00022-2,https://doi.org/10.1016/b978-1-4377-2420-2.00022-2,crossref,2025-10-09T13:42:41+00:00
Alloplastic Implantation,1999,Plastic and Reconstructive Surgery,By Barry L. Eppley,10.1097/00006534-199911000-00026,https://doi.org/10.1097/00006534-199911000-00026,crossref,2025-10-09T13:42:41+00:00
Oro-nasal fistula secondary to maxillary augmentation,1984,International Journal of Oral Surgery,"Barry Eppley, Allen Sclaroff",10.1016/s0300-9785(84)80026-5,https://doi.org/10.1016/s0300-9785(84)80026-5,crossref,2025-10-09T13:42:41+00:00
Cavernous lymphangioma of the lip: report of case,1985,The Journal of the American Dental Association,"Barry L. Eppley, Allen Sclaroff",10.14219/jada.archive.1985.0371,https://doi.org/10.14219/jada.archive.1985.0371,crossref,2025-10-09T13:42:41+00:00
Treatment of orofacial vascular lesions,1992,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, A.Michael Sadove",10.1016/0278-2391(92)90479-j,https://doi.org/10.1016/0278-2391(92)90479-j,crossref,2025-10-09T13:42:41+00:00
Evaluation and surgical correction of the facial skeletal deformity in Hallermann-Streiff syndrome,1987,International Journal of Oral and Maxillofacial Surgery,"Allen Sclaroff, Barry L. Eppley",10.1016/s0901-5027(87)80061-9,https://doi.org/10.1016/s0901-5027(87)80061-9,crossref,2025-10-09T13:42:41+00:00
Principios de reparación de las lesiones faciales de tejidos blandos,2005,Traumatismos maxilofaciales y reconstrucción facial estética,"Barry L. Eppley, Amardip Bhuller",10.1016/b978-84-8174-836-9.50006-7,https://doi.org/10.1016/b978-84-8174-836-9.50006-7,crossref,2025-10-09T13:42:41+00:00
Quemaduras faciales,2005,Traumatismos maxilofaciales y reconstrucción facial estética,"Barry L. Eppley, Rajiv Sood",10.1016/b978-84-8174-836-9.50022-5,https://doi.org/10.1016/b978-84-8174-836-9.50022-5,crossref,2025-10-09T13:42:41+00:00
Long-Spanning Resorbable Plates in Cranial Vault Reconstruction,2003,Journal of Craniofacial Surgery,"Barry L. Eppley, Min Li",10.1097/00001665-200301000-00016,https://doi.org/10.1097/00001665-200301000-00016,crossref,2025-10-09T13:42:41+00:00
Surgical Correction of Metopic Suture Synostosis,1994,Clinics in Plastic Surgery,"Barry L. Eppley, A.Michael Sadove",10.1016/s0094-1298(20)30723-9,https://doi.org/10.1016/s0094-1298(20)30723-9,crossref,2025-10-09T13:42:41+00:00
Degradation Characteristics of PLLA-PGA Bone Fixation Devices,1997,Journal of Craniofacial Surgery,"Barry L. Eppley, Mary Reilly",10.1097/00001665-199703000-00010,https://doi.org/10.1097/00001665-199703000-00010,crossref,2025-10-09T13:42:41+00:00
Use of bolsters for retention of facial sutures,1990,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, A.Michael Sadove",10.1016/0278-2391(90)90446-9,https://doi.org/10.1016/0278-2391(90)90446-9,crossref,2025-10-09T13:42:41+00:00
Injectable Soft-Tissue Fillers: Clinical Overview,2006,Plastic and Reconstructive Surgery,"Barry L. Eppley, Babak Dadvand",10.1097/01.prs.0000232436.91409.30,https://doi.org/10.1097/01.prs.0000232436.91409.30,crossref,2025-10-09T13:42:41+00:00
Facial Implant Cosmetic Augmentation Using Digital Technologies,2018,Digital Technologies in Craniomaxillofacial Surgery,"Alex M. Greenberg, Barry Eppley",10.1007/978-1-4939-1532-3_9,https://doi.org/10.1007/978-1-4939-1532-3_9,crossref,2025-10-09T13:42:41+00:00
Orthognathic Surgery,2009,Plastic Surgery: Indications and Practice,"Arno R Schleich, Barry L Eppley",10.1016/b978-1-4160-4081-1.50050-3,https://doi.org/10.1016/b978-1-4160-4081-1.50050-3,crossref,2025-10-09T13:42:41+00:00
An animal model for advanced microsurgical training,1986,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, John J. Delfino",10.1016/0278-2391(86)90167-9,https://doi.org/10.1016/0278-2391(86)90167-9,crossref,2025-10-09T13:42:41+00:00
Microscrew Anchorage Techniques in Craniofacial Surgery,1991,Journal of Craniofacial Surgery,"Barry L. Eppley, Michael A. Sadove",10.1097/00001665-199102020-00007,https://doi.org/10.1097/00001665-199102020-00007,crossref,2025-10-09T13:42:41+00:00
Nonmetallic Fixation in Traumatic Midfacial Fractures,1997,Journal of Craniofacial Surgery,"Barry L. Eppley, Christopher D. Prevel",10.1097/00001665-199703000-00008,https://doi.org/10.1097/00001665-199703000-00008,crossref,2025-10-09T13:42:41+00:00
Literature Scan,1990,Journal of Craniofacial Surgery,"Michael A. Sadove, Barry L. Eppley",10.1097/00001665-199001020-00009,https://doi.org/10.1097/00001665-199001020-00009,crossref,2025-10-09T13:42:41+00:00
Use of prophylactic antibiotics in temporomandibular joint surgery,1985,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, John J. Delfino",10.1016/0278-2391(85)90192-2,https://doi.org/10.1016/0278-2391(85)90192-2,crossref,2025-10-09T13:42:41+00:00
Postoperative Care in Facial Implants,2018,Facial Plastic Surgery,"Barry Eppley, Stephen Perkins, Elizabeth Floyd",10.1055/s-0038-1676463,https://doi.org/10.1055/s-0038-1676463,crossref,2025-10-09T13:42:41+00:00
Computer-Generated Patient Models for Reconstruction of Cranial and Facial Deformities,1998,Journal of Craniofacial Surgery,"Barry L Eppley, A. Michael Sadove",10.1097/00001665-199811000-00011,https://doi.org/10.1097/00001665-199811000-00011,crossref,2025-10-09T13:42:41+00:00
Effects of Resorbable Fixation on Craniofacial Skeletal Growth,1992,Journal of Craniofacial Surgery,"Barry L. Eppley, A. Michael Sadove",10.1097/00001665-199212000-00003,https://doi.org/10.1097/00001665-199212000-00003,crossref,2025-10-09T13:42:41+00:00
Perspectives on Craniofacial Asymmetry,1996,Journal of Craniofacial Surgery,"M. M. Cohen, Barry L. Eppley",10.1097/00001665-199605000-00020,https://doi.org/10.1097/00001665-199605000-00020,crossref,2025-10-09T13:42:41+00:00
Mental neuropathy as a sign of distant malignancy: Report of cases,1992,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, Robert V. Snyders",10.1016/0278-2391(92)90504-s,https://doi.org/10.1016/0278-2391(92)90504-s,crossref,2025-10-09T13:42:41+00:00
Antibiotic Elution from Hydroxyapatite Cement Cranioplasty Materials,2005,Journal of Craniofacial Surgery,"William S. Pietrzak, Barry L. Eppley",10.1097/00001665-200503000-00008,https://doi.org/10.1097/00001665-200503000-00008,crossref,2025-10-09T13:42:41+00:00
Facial Dog Bite Injuries in Children,2013,Journal of Craniofacial Surgery,"Barry L. Eppley, Arno Rene Schleich",10.1097/scs.0b013e31827fee33,https://doi.org/10.1097/scs.0b013e31827fee33,crossref,2025-10-09T13:42:41+00:00
Management of Alveolar Cleft Bone Grafting—State of the Art,2000,The Cleft Palate-Craniofacial Journal,"Barry L. Eppley, A. Michael Sadove",10.1597/1545-1569(2000)037<0229:moacbg>2.3.co;2,https://doi.org/10.1597/1545-1569(2000)037<0229:moacbg>2.3.co;2,crossref,2025-10-09T13:42:41+00:00
Helmet Use: A Survey of 4 Common Childhood Leisure Activities,2003,Journal of Craniofacial Surgery,"Barry L. Eppley, Mutaz B. Habal",10.1097/00001665-200309000-00042,https://doi.org/10.1097/00001665-200309000-00042,crossref,2025-10-09T13:42:41+00:00
Reply,1990,Journal of Cranio-Maxillofacial Surgery,"A. Michael Sadove, Barry L. Eppley",10.1016/s1010-5182(05)80518-9,https://doi.org/10.1016/s1010-5182(05)80518-9,crossref,2025-10-09T13:42:41+00:00
Commentary on Cranial Versus Iliac Bone Grafts,1995,Journal of Craniofacial Surgery,"Barry L. Eppley, A. Michael Sadove",10.1097/00001665-199503000-00007,https://doi.org/10.1097/00001665-199503000-00007,crossref,2025-10-09T13:42:41+00:00
Reduction in injection pain by buffering of local anesthetic solutions,1989,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, A. Michael Sadove",10.1016/s0278-2391(89)80023-0,https://doi.org/10.1016/s0278-2391(89)80023-0,crossref,2025-10-09T13:42:41+00:00
Stability of Craniofacial PLLA/PGA Copolymer Bioabsorbable Screws,2006,Journal of Craniofacial Surgery,"William S. Pietrzak, Barry L. Eppley",10.1097/00001665-200603000-00021,https://doi.org/10.1097/00001665-200603000-00021,crossref,2025-10-09T13:42:41+00:00
Computerized digital enhancement in craniofacial cephalometric radiography,1991,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, A. Michael Sadove",10.1016/0278-2391(91)90133-7,https://doi.org/10.1016/0278-2391(91)90133-7,crossref,2025-10-09T13:42:41+00:00
Application of microfixation techniques in reconstructive maxillofacial surgery,1991,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, A. Michael Sadove",10.1016/s0278-2391(10)80227-7,https://doi.org/10.1016/s0278-2391(10)80227-7,crossref,2025-10-09T13:42:41+00:00
Body Contouring with Solid Silicone Implants,2009,Aesthetic Plastic Surgery,"Gerardo Flores-Lima, Barry L. Eppley",10.1007/s00266-008-9292-x,https://doi.org/10.1007/s00266-008-9292-x,crossref,2025-10-09T13:42:41+00:00
PREOPERATIVE MARKING OF CUTANEOUS CAPILLARY MALFORMATIONS,1994,Plastic and Reconstructive Surgery,"Barry L. Eppley, A. Michael Sadone",10.1097/00006534-199404001-00040,https://doi.org/10.1097/00006534-199404001-00040,crossref,2025-10-09T13:42:41+00:00
Platelet Rich Plasma: Biology and New Technology,2005,Journal of Craniofacial Surgery,"William S Pietrzak, Barry L Eppley",10.1097/01.scs.0000186454.07097.bf,https://doi.org/10.1097/01.scs.0000186454.07097.bf,crossref,2025-10-09T13:42:41+00:00
Nonorthodontic Orthognathic Surgery,2009,Journal of Craniofacial Surgery,"Arno R. Schleich, Barry L. Eppley",10.1097/scs.0b013e3181b09a49,https://doi.org/10.1097/scs.0b013e3181b09a49,crossref,2025-10-09T13:42:41+00:00
Free Fibular Flap Reconstruction in Mandibular Osteopetrosis,2001,Journal of Craniofacial Surgery,"Barry L. Eppley, John J. Coleman",10.1097/00001665-200107000-00010,https://doi.org/10.1097/00001665-200107000-00010,crossref,2025-10-09T13:42:41+00:00
Resorbable Fixation Plates in Head and Neck Surgery,1997,The Laryngoscope,"Edward C. Weisberger, Barry L. Eppley",10.1097/00005537-199706000-00003,https://doi.org/10.1097/00005537-199706000-00003,crossref,2025-10-09T13:42:41+00:00
Distraction of the Orbit,1999,Distraction of the Craniofacial Skeleton,"Barry L. Eppley, A. Michael Sadove",10.1007/978-1-4612-2140-1_16,https://doi.org/10.1007/978-1-4612-2140-1_16,crossref,2025-10-09T13:42:41+00:00
Salvage of Facial Reanimation with Vascularized Adductor Magnus Muscle Flap: Clinical Experience and Anatomical Studies,2002,Plastic and Reconstructive Surgery,"Barry L. Eppley, Ronald M. Zuker",10.1097/00006534-200212000-00011,https://doi.org/10.1097/00006534-200212000-00011,crossref,2025-10-09T13:42:41+00:00
Effects of Material Porosity on Implant Bonding Strength in a Craniofacial Model,1990,Journal of Craniofacial Surgery,"Barry L. Eppley, Michael A. Sadove",10.1097/00001665-199001040-00008,https://doi.org/10.1097/00001665-199001040-00008,crossref,2025-10-09T13:42:41+00:00
A physicochemical approach to improving free fat graft survival: Preliminary observations,1991,Aesthetic Plastic Surgery,"Barry L. Eppley, A. Michael Sadove",10.1007/bf02273860,https://doi.org/10.1007/bf02273860,crossref,2025-10-09T13:42:41+00:00
Microanatomic analysis of the trigeminal nerve and potential nerve graft donor sites,1991,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, Robert V. Snyders",10.1016/0278-2391(91)90343-k,https://doi.org/10.1016/0278-2391(91)90343-k,crossref,2025-10-09T13:42:41+00:00
An Experimental Study of Heat Adaptation of Bioabsorbable Craniofacial Meshes and Plates,2007,Journal of Craniofacial Surgery,"William S. Pietrzak, Barry L. Eppley",10.1097/scs.0b013e318052fdeb,https://doi.org/10.1097/scs.0b013e318052fdeb,crossref,2025-10-09T13:42:41+00:00
The Effect of High Temperature Intraoperative Molding on Bioabsorbable PLLA-PGA Craniofacial Fixation,2006,Journal of Craniofacial Surgery,"William S. Pietrzak, Barry L. Eppley",10.1097/01.scs.0000229554.27823.fa,https://doi.org/10.1097/01.scs.0000229554.27823.fa,crossref,2025-10-09T13:42:41+00:00
In Vitro Analysis of the Elution of Tobramycin From a Calcium Sulfate Bone Void Filler,2004,Journal of Craniofacial Surgery,"William S. Pietrzak, Barry L. Eppley",10.1097/00001665-200409000-00011,https://doi.org/10.1097/00001665-200409000-00011,crossref,2025-10-09T13:42:41+00:00
Correction Of Secondary Cleft Lip And Nasal Deformities,1993,Clinics in Plastic Surgery,"A. Michael Sadove, Barry L. Eppley",10.1016/s0094-1298(20)32355-5,https://doi.org/10.1016/s0094-1298(20)32355-5,crossref,2025-10-09T13:42:41+00:00
Commentary on Polyglyconate Biodegradable Fixation,1995,Journal of Craniofacial Surgery,"Barry L. Eppley, A. Michael Sadove",10.1097/00001665-199511000-00007,https://doi.org/10.1097/00001665-199511000-00007,crossref,2025-10-09T13:42:41+00:00
Microfixation Techniques in Pediatric Craniomaxillofacial Surgery,1991,Annals of Plastic Surgery,"A Michael Sadove, Barry L. Eppley",10.1097/00000637-199107000-00006,https://doi.org/10.1097/00000637-199107000-00006,crossref,2025-10-09T13:42:41+00:00
A Comparison of Resorbable and Metallic Fixation in Healing of Calvarial Bone Grafts,1995,Plastic and Reconstructive Surgery,"Barry L. Eppley, A. Michael Sadove",10.1097/00006534-199508000-00009,https://doi.org/10.1097/00006534-199508000-00009,crossref,2025-10-09T13:42:41+00:00
Resorbable Coupling Fixation in Craniosynostosis Surgery,1995,Journal of Craniofacial Surgery,"Barry L. Eppley, A. Michael Sadove",10.1097/00001665-199511000-00011,https://doi.org/10.1097/00001665-199511000-00011,crossref,2025-10-09T13:42:41+00:00
Rinoplastia secundaria por deformidades nasales traumáticas,2005,Traumatismos maxilofaciales y reconstrucción facial estética,"Barry L. Eppley, Mark M. Hamilton",10.1016/b978-84-8174-836-9.50026-2,https://doi.org/10.1016/b978-84-8174-836-9.50026-2,crossref,2025-10-09T13:42:41+00:00
Medicolegal Implications of Facial Injuries,2012,Maxillofacial Trauma and Esthetic Facial Reconstruction,"Barry L. Eppley, Miriam A. Farley",10.1016/b978-1-4377-2420-2.00002-7,https://doi.org/10.1016/b978-1-4377-2420-2.00002-7,crossref,2025-10-09T13:42:41+00:00
Effects of Resorbable Fixation on Craniofacial Skeletal Growth,1994,Journal of Craniofacial Surgery,"Barry L. Eppley, A. Michael Sadove",10.1097/00001665-199405000-00012,https://doi.org/10.1097/00001665-199405000-00012,crossref,2025-10-09T13:42:41+00:00
Surgical treatment of internal derangements of the temporomandibular joint: Evaluation of two techniques,1988,Journal of Oral and Maxillofacial Surgery,"Barry L. Eppley, John J. Delfino",10.1016/0278-2391(88)90179-6,https://doi.org/10.1016/0278-2391(88)90179-6,crossref,2025-10-09T13:42:41+00:00
Instrument technique in scalp dissection for tissue expander placement,1993,Aesthetic Plastic Surgery,"A. Michael Sadove, Barry L. Eppley",10.1007/bf00636272,https://doi.org/10.1007/bf00636272,crossref,2025-10-09T13:42:41+00:00
Reconstrucción de las pérdidas extensas de tejidos óseos o tejidos blandos de la cara,2005,Traumatismos maxilofaciales y reconstrucción facial estética,"Barry L. Eppley, John J. Coleman",10.1016/b978-84-8174-836-9.50020-1,https://doi.org/10.1016/b978-84-8174-836-9.50020-1,crossref,2025-10-09T13:42:41+00:00
